Programming Languages, Planner
Programming Languages, PLEX
Programming Languages, PLEXIL
Programming Languages, Plus
Programming Languages, POP-11
Programming Languages, PostScript
Programming Languages, PortablE
Programming Languages, Powerhouse
Programming Languages, PowerBuilder
Programming Languages, PowerShell
Programming Languages, PPL
Programming Languages, Processing
Programming Languages, Processing.js
Programming Languages, Prograph
Programming Languages, PROIV
Programming Languages, Prolog
Programming Languages, PROMAL
Programming Languages, Promela
Programming Languages, PROSE modeling language
Programming Languages, PROTEL
Programming Languages, ProvideX
Programming Languages, Pro*C
Programming Languages, Pure
Programming Languages, Python
Programming Languages, Q
Programming Languages, Q (Kx Systems)
Programming Languages, Qalb
Programming Languages, Qi
Programming Languages, QtScript
Programming Languages, QuakeC
Programming Languages, QPL
Programming Languages, R
Programming Languages, R++
Programming Languages, Racket
Programming Languages, RAPID
Programming Languages, Rapira
Programming Languages, Ratfiv
Programming Languages, Ratfor
Programming Languages, rc
Programming Languages, REBOL
Programming Languages, Red
Programming Languages, Redcode
Programming Languages, REFAL
Programming Languages, Reia
Programming Languages, Revolution
Programming Languages, rex
Programming Languages, REXX
Programming Languages, Rlab
Programming Languages, RobotC
Programming Languages, ROOP
Programming Languages, RPG
Programming Languages, RPL
Programming Languages, RSL
Programming Languages, RTL/2
Programming Languages, Ruby
Programming Languages, Rust
Programming Languages, S
Programming Languages, S2
Programming Languages, S3
Programming Languages, S-Lang
Programming Languages, S-PLUS
Programming Languages, SA-C
Programming Languages, SabreTalk
Programming Languages, SAIL
Programming Languages, SALSA
Programming Languages, SAM76
Programming Languages, SAS
Programming Languages, SASL
Programming Languages, Sather
Programming Languages, Sawzall
Programming Languages, SBL
Programming Languages, Scala
Programming Languages, Scheme
Programming Languages, Scilab
Programming Languages, Scratch
Programming Languages, Script.NET
Programming Languages, Sed
Programming Languages, Seed7
Programming Languages, Self
Programming Languages, SenseTalk
Programming Languages, SequenceL
Programming Languages, SETL
Programming Languages, Shift Script
Programming Languages, SIMPOL
Programming Languages, SIMSCRIPT
Programming Languages, Simula
Programming Languages, Simulink
Programming Languages, SISAL
Programming Languages, SLIP
Programming Languages, SMALL
Programming Languages, Smalltalk
Programming Languages, Small Basic
Programming Languages, SML
Programming Languages, SNOBOL(SPITBOL)
Programming Languages, Snowball
Programming Languages, SOL
Programming Languages, Span
Programming Languages, SPARK
Programming Languages, SPIN
Programming Languages, SP/k
Programming Languages, SPS
Programming Languages, Squeak
Programming Languages, Squirrel
Programming Languages, SR
Programming Languages, S/SL
Programming Languages, Stackless Python
Programming Languages, Starlogo
Programming Languages, Strand
Programming Languages, Stata
Programming Languages, Stateflow
Programming Languages, Subtext
Programming Languages, SuperCollider
Programming Languages, SuperTalk
Programming Languages, Swift (Apple programming language)
Programming Languages, Swift (parallel scripting language)
Programming Languages, SYMPL
Programming Languages, SyncCharts
Programming Languages, SystemVerilog
Programming Languages, T
Programming Languages, TACL
Programming Languages, TACPOL
Programming Languages, TADS
Programming Languages, TAL
Programming Languages, Tcl
Programming Languages, Tea
Programming Languages, TECO
Programming Languages, TELCOMP
Programming Languages, TeX
Programming Languages, TEX
Programming Languages, TIE
Programming Languages, Timber
Programming Languages,"    TMG, compiler-compiler"
Programming Languages, Tom
Programming Languages, TOM
Programming Languages, Topspeed
Programming Languages, TPU
Programming Languages, Trac
Programming Languages, TTM
Programming Languages, T-SQL
Programming Languages, TTCN
Programming Languages, Turing
Programming Languages, TUTOR
Programming Languages, TXL
Programming Languages, TypeScript
Programming Languages, Turbo C++
Programming Languages, Ubercode
Programming Languages, UCSD Pascal
Programming Languages, Umple
Programming Languages, Unicon
Programming Languages, Uniface
Programming Languages, UNITY
Programming Languages, Unix shell
Programming Languages, UnrealScript
Programming Languages, Vala
Programming Languages, VBA
Programming Languages, VBScript
Programming Languages, Verilog
Programming Languages, VHDL
Programming Languages, Visual Basic
Programming Languages, Visual Basic .NET
Programming Languages, Visual DataFlex
Programming Languages, Visual DialogScript
Programming Languages, Visual Fortran
Programming Languages, Visual FoxPro
Programming Languages, Visual J++
Programming Languages, Visual J#
Programming Languages, Visual Objects
Programming Languages, Visual Prolog
Programming Languages, VSXu
Programming Languages, Vvvv
Programming Languages,"    WATFIV, WATFOR"
Programming Languages, WebDNA
Programming Languages, WebQL
Programming Languages, Windows PowerShell
Programming Languages, Winbatch
Programming Languages, Wolfram
Programming Languages, X++
Programming Languages, X#
Programming Languages, X10
Programming Languages, XBL
Programming Languages, XC
Programming Languages, xHarbour
Programming Languages, XL
Programming Languages, Xojo
Programming Languages, XOTcl
Programming Languages, XPL
Programming Languages, XPL0
Programming Languages, XQuery
Programming Languages, XSB
Programming Languages, XSLT - See XPath
Programming Languages, Yorick
Programming Languages, YQL
Programming Languages, Z notation
Programming Languages, Zeno
Programming Paradigms,Automata Based Programming
Programming Paradigms,Declarative Programming
Programming Paradigms,Functional Programming
Programming Paradigms,Object Oriented Programming
Programming Paradigms,Event-driven Programming
Programming Paradigms,Structured Programming
Programming Paradigms,Imperative Programming
Web Frameworks,AIDA/Web
Web Frameworks,Application Express
Web Frameworks,AWS
Web Frameworks,Compojure
Web Frameworks,Flex
Web Frameworks,Kepler
Web Frameworks,Morfik
Web Frameworks,Ocsigen
Web Frameworks,Opa
Web Frameworks,OpenACS
Web Frameworks,Seaside
Web Frameworks,Zotonic
Web Frameworks,Camping
Web Frameworks,Padrino
Web Frameworks,Ruby on Rails
Web Frameworks,Ramaze
Web Frameworks,Sinatra
Web Frameworks,Merb
Web Frameworks,PureMVC
Web Frameworks,BlueBream
Web Frameworks,CherryPy
Web Frameworks,CubicWeb
Web Frameworks,Django
Web Frameworks,Flask
Web Frameworks,Grok
Web Frameworks,Nagare
Web Frameworks,Pyjamas
Web Frameworks,Pylons
Web Frameworks,Pyramid
Web Frameworks,TACTIC
Web Frameworks,Tornado
Web Frameworks,TurboGears
Web Frameworks,web2py
Web Frameworks,Webware
Web Frameworks,Web.py
Web Frameworks,Zope 2
Web Frameworks,Agavi
Web Frameworks,Aiki Framework
Web Frameworks,AppFlower
Web Frameworks,Ayoola Framework
Web Frameworks,CakePHP
Web Frameworks,Cgiapp
Web Frameworks,ClanCatsFramework
Web Frameworks,CodeIgniter
Web Frameworks,Fat-Free
Web Frameworks,FuelPHP
Web Frameworks,Hazaar MVC
Web Frameworks,Joomla
Web Frameworks,Kajona
Web Frameworks,Laravel
Web Frameworks,Lithium
Web Frameworks,Nette Framework
Web Frameworks,Phalcon
Web Frameworks,PHPixie
Web Frameworks,PRADO
Web Frameworks,Qcodo
Web Frameworks,Seagull
Web Frameworks,Symfony
Web Frameworks,TYPO3
Web Frameworks,Xyster Framework
Web Frameworks,Yii
Web Frameworks,Zend Framework
Web Frameworks,Catalyst
Web Frameworks,Dancer
Web Frameworks,Mason
Web Frameworks,Maypole
Web Frameworks,Mojolicious
Web Frameworks,Play!
Web Frameworks,Lift
Web Frameworks,Scalatra
Web Frameworks,Ember.js
Web Frameworks,Meteor
Web Frameworks,Sails
Web Frameworks,SmartClient
Web Frameworks,node.js
Web Frameworks,qooxdoo
Web Frameworks,SproutCore
Web Frameworks,Wakanda
Web Frameworks,WaveMaker
Web Frameworks,Apache OFBiz
Web Frameworks,Apache Shale
Web Frameworks,Apache Sling
Web Frameworks,Apache Struts
Web Frameworks,Apache Tapestry
Web Frameworks,Apache Wicket
Web Frameworks,AppFuse
Web Frameworks,Eclipse RAP
Web Frameworks,FormEngine
Web Frameworks,Grails
Web Frameworks,Google Web Toolkit
Web Frameworks,Hamlets
Web Frameworks,ItsNat
Web Frameworks,JavaServer Faces
Web Frameworks,JBoss Seam
Web Frameworks,Jspx-bay
Web Frameworks,JVx
Web Frameworks,OpenLaszlo
Web Frameworks,OpenXava
Web Frameworks,Oracle ADF
Web Frameworks,RIFE
Web Frameworks,Spring
Web Frameworks,Stripes
Web Frameworks,ThinWire
Web Frameworks,Vaadin
Web Frameworks,VRaptor
Web Frameworks,WebObjects
Web Frameworks,WebWork
Web Frameworks,Ze Framework
Web Frameworks,ZK
Web Frameworks,ztemplates
Web Frameworks,Happstack
Web Frameworks,Snap
Web Frameworks,Yesod
Web Frameworks,CFWheels
Web Frameworks,ColdBox Platform
Web Frameworks,ColdSpring
Web Frameworks,Fusebox
Web Frameworks,FW/1
Web Frameworks,Mach-II
Web Frameworks,Model-Glue
Web Frameworks,CppCMS
Web Frameworks,Poco
Web Frameworks,Tntnet
Web Frameworks,Wt
Web Frameworks,Saetta Web Server
Web Frameworks,ASP.NET MVC
Web Frameworks,BFC
Web Frameworks,CSLA
Web Frameworks,MonoRail
Web Frameworks,OpenRasta
Web Frameworks,Nancy
Other,
